"filename", "language", "Python", "Properties", "HTML", "pip requirements", "Markdown", "JavaScript", "CSS", "Batch", "PowerShell", "XML", "JSON", "YAML", "comment", "blank", "total"
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\config.cfg", "Properties", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\configure.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\email_alerts.py", "Python", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 58
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\forms.py", "Python", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 40
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\google.py", "Python", 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 24, 463
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\graph.py", "Python", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 47
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\graph_helper.py", "Python", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 6, 63
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0001_initial.py", "Python", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 106
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0002_rename_conflict_conflict_name.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0003_conflict_meeting.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 20
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0004_event_event_tz.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0005_attendee_required_pendingattendee_required.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 24
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0006_remove_event_event_tz.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 18
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0007_time.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 28
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0008_delete_time.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 17
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0009_meeting_meeting_start.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 20
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0010_auto_20221113_1241.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 24
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0011_attendee_contact_name.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 20
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\0012_remove_attendee_contact_name.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 18
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\models.py", "Python", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29, 128
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\ms_graph.py", "Python", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 44
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\numeric_search.py", "Python", 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 13, 265
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\outlook.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 1, 162
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\static\smart_scheduler\app.js", "JavaScript", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 64, 10, 105
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\static\smart_scheduler\contact_page.css", "CSS", 0, 0, 0, 0, 0, 0, 246, 0, 0, 0, 0, 0, 0, 53, 299
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\static\smart_scheduler\media\calendar.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\static\smart_scheduler\slider.css", "CSS", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 15, 120
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\static\smart_scheduler\styles.css", "CSS", 0, 0, 0, 0, 0, 0, 1366, 0, 0, 0, 0, 0, 4, 202, 1572
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\403.html", "HTML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\404.html", "HTML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\500.html", "HTML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\about.html", "HTML", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 37
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\accept.html", "HTML", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\add_attendees.html", "HTML", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 138
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\base.html", "HTML", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 4, 189
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\contact_confirm_delete.html", "HTML", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\contact_detail.html", "HTML", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\contact_form.html", "HTML", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\decline.html", "HTML", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\does_not_exist.html", "HTML", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\home.html", "HTML", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\meeting_confirm_delete.html", "HTML", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\meeting_detail.html", "HTML", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\meeting_form.html", "HTML", 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 134
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\meeting_status_schedule.html", "HTML", 0, 0, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 263
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\rsvp.html", "HTML", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 76
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\user_contacts.html", "HTML", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 94
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\templates\smart_scheduler\user_meetings.html", "HTML", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 76
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\urls.py", "Python", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 111
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\smart_scheduler\views.py", "Python", 621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 88, 848
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\admin.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\apps.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\forms.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\migrations\0001_initial.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 26
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\migrations\0002_profile_time_end_profile_time_start_profile_timezone.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 29
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\migrations\0003_auto_20221011_2057.py", "Python", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 38
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\migrations\0004_remove_profile_time_end.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 18
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\migrations\0005_auto_20221013_1018.py", "Python", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 40
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\migrations\0006_auto_20221013_1106.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 24
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\migrations\0007_auto_20221013_1147.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 24
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\migrations\0008_alter_profile_token.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 19
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\migrations\0009_auto_20221108_0924.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 24
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\migrations\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\models.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\signals.py", "Python", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\templates\users\contacts.html", "HTML", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\templates\users\login.html", "HTML", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 41
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\templates\users\logout.html", "HTML", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\templates\users\password_reset.html", "HTML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\templates\users\password_reset_confirm.html", "HTML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\templates\users\password_reset_done.html", "HTML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\templates\users\profile.html", "HTML", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 69
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\templates\users\register.html", "HTML", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\colli\Documents\GitHub\SmartSchedulerVer2\users\views.py", "Python", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"Total", "-", 2888, 9, 1386, 90, 67, 31, 1717, 41, 108, 1, 3, 31, 1257, 1007, 8636
